LOC NO,LOC STREET,LOC CITY,LOC STATE,LOC ZIP,DBA,FEIN/SSN,LIC TEXT2 (LIC 1),CHG 1 DESC (LIC 1),CHG 1 LONG DESC (LIC 1),CYCLE CODE (LIC 2),CYCLE DESC (LIC 2),LIC TEXT1 (LIC 2),LIC TEXT2 (LIC 2),LIC TEXT4 (LIC 2),CYCLE DESC (LIC 3),LIC TEXT2 (LIC 3),CHG 1 DESC (LIC 3),CHG 1 LONG DESC (LIC 3),CYCLE CODE (LIC 4),CYCLE DESC (LIC 4),LIC TEXT1 (LIC 4),LIC TEXT2 (LIC 4),LIC TEXT4 (LIC 4),CYCLE CODE (LIC 5),CYCLE DESC (LIC 5),LIC TEXT1 (LIC 5),LIC TEXT2 (LIC 5),QTY STAT CD (LIC 5)
2424,JEFFERSON,JOLIET,IL,60435,WALMART #1256,71-0415188,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,
1401,RT 59,JOLIET,IL,60431,WALMART 2956,71-0415188,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,WEAPONS DEALER,
1532,RT 59,JOLIET,IL,60431,UNITED LIQUOR MART,77-0678260,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C PACKAGE,CLASS C,CLASS C PACKAGE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,
326,REPUBLIC,JOLIET,IL,60435,JODY'S HOT DOGS,22-3978393,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
3111,THEODORE,JOLIET,IL,60435,JM JOLIET TOBACCO & LIQUORS,30-0691737,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C PACKAGE,CLASS C,CLASS C PACKAGE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,
501,CASS,JOLIET,IL,60432,BOB MARTIN AUTO SALES,20-8061493,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,,,,,,,,,,,,,,
7851,CATON FARM,PLAINFIELD,IL,60586,WALGREENS 10425,36-1924025,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C PACKAGE,CLASS C,CLASS C PACKAGE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,
725,JEFFERSON,JOLIET,IL,60435,BOB MARTIN AUTO SALES,20-8061493,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,,,,,,,,,,,,,,
2300,RT 59,PLAINFIELD,IL,60586,TONY'S FINER FOODS,45-4846000,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS C PACKAGE,
1102,COLLINS,JOLIET,IL,60432,ASHLEY'S U PICK A PART,27-1421924,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,
3567,JEFFERSON,JOLIET,IL,60431,JOHNNY'S BEEF & GYROS,36-4351610,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,COIN VENDING - VIDEO POKER,COIN PKR,COIN VENDING - VIDEO POKER LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS V VIDEO GAMING,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,
100,BARNEY,JOLIET,IL,60435,ALEXANDER LUMBER CO,36-0715495,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,,,,,,,,,,,,,,,,,,,
2701,PLAINFIELD,JOLIET,IL,60435,TARGET STORE T0894,41-0215170,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
901,HICKORY,JOLIET,IL,60435,LETY'S PLACE,57-1230861,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M VIDEO POKER ONLY,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
455,OTTAWA,JOLIET,IL,60432,KC LEATHER CLEANERS INC,20-3947036,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,
2301,RT 59,PLAINFIELD,IL,60586,ALDI INC 44,42-1051659,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C-D PACKAGE GOODS,CLASS C-D,CLASS C-D PACKAGE/BEER & WINE ONLY,,,,,,,,,,
1212,JEFFERSON,JOLIET,IL,60435,KNEADED RELIEF THERAPEUTIC MASSAGE,SSN,MASSAGE SPA,MSSG SPA,MASSAGE SPA LICENSE,,,,,,,,,,,,,,,,,,,
773,BROADWAY,JOLIET,IL,60435,MID WEST WOOD,UNKNOWN,PAINT SALES,PAINTSAL<1,PAINT SALES LICENSE,,,,,,,,,,,,,,,,,,,
3080,HENNEPIN,JOLIET,IL,60431,ALDI INC 45,42-1051659,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C-D PACKAGE GOODS,CLASS C-D,CLASS C-D PACKAGE/BEER & WINE ONLY,,,,,,,,,,
2450,RIDGE,PLAINFIELD,IL,60586,ALDI INC 50,42-1051659,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C-D PACKAGE GOODS,CLASS C-D,CLASS C-D PACKAGE/BEER & WINE ONLY,,,,,,,,,,
674,MEEKER,JOLIET,IL,60432,LOS DIAZ BAR AND LIQUORS,27-1185919,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M VIDEO POKER ONLY,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
3250,CHICAGOLAND,JOLIET,IL,60431,CHUCK E CHEESE'S 678,48-0905805,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,AMUSEMENT,
2600,JEFFERSON,JOLIET,IL,60435,BABE'S HOT DOGS,36-3904595,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M VIDEO POKER ONLY,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
2022,JEFFERSON,JOLIET,IL,60435,OLD FASHIONED PANCAKE HOUSE,36-3597299,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,CLASS E,CLASS E RESTAURANT OR HOTEL,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
205,CLINTON,JOLIET,IL,60432,CHERLYNNE'S CHATEAU,27-1010138,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
17,CENTER,JOLIET,IL,60436,PATRICK C HALEY MANSION,36-4196544,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
35,CASS,JOLIET,IL,60432,JUDGE'S BAR,45-4460622,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,
15,RICHARDS,JOLIET,IL,60433,JACOB HENRY MANSION ESTATE,36-2742836,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,
601,EASTERN,JOLIET,IL,60432,MARISCOS LA LAGUNA,20-2561258,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
509,CHICAGO,JOLIET,IL,60432,PUERTO ESCONDIDO,27-2628250,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
457,SCOTT,JOLIET,IL,60432,STEFANICH RESTAURANT,36-4104096,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,
500,CASS,JOLIET,IL,60432,TAQUERIAS ATOTONILCO,26-3547130,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,CLASS E,CLASS E RESTAURANT OR HOTEL,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
808,JEFFERSON,JOLIET,IL,60435,TRUTH RESTAURANT,30-0394685,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
500,WILCOX,JOLIET,IL,60435,UNIVERSITY OF ST FRANCIS,,CLASS E RESTAURANT OR HOTEL,CLASS E,CLASS E RESTAURANT OR HOTEL,,,,,,,,,,,,,,,,,,,
7174,CATON FARM,PLAINFIELD,IL,60586,FRANCO'S PIZZA,26-3595165,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
1120,RICHARDS,JOLIET,IL,60433,CENTRAL CLEANERS,20-1265923,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,,,,,,,,,,,,,,,
324,COLLINS,JOLIET,IL,60432,LA VILLA RESTAURANT,26-3830346,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
510,CHICAGO,JOLIET,IL,60432,BEACON CLUB,36-3350444,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS F CLUB,CLASS F,CLASS F CLUBS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
1511,RIVERBOAT CENTER,JOLIET,IL,60431,CRACKER BARREL OLD COUNTRY STORE 235,88-0373817,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2005,ESSINGTON,JOLIET,IL,60435,QUALITY CLEANERS,SSN,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,
210,SPRINGFIELD,JOLIET,IL,60435,PRESENCE VILLA FRANCISCAN,37-1127787,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,
2130,JEFFERSON,JOLIET,IL,60435,BASINGER'S MARYCREST PHARMACY,36-3488554,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,,,,,,,,
925,JEFFERSON,JOLIET,IL,60435,BABAS FAMOUS STEAK AND LEMONADE,26-0462576,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
715,JEFFERSON,JOLIET,IL,60435,CENTRAL CLEANERS 2,20-1265923,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,
1866,JEFFERSON,JOLIET,IL,60435,BOSTON MARKET 0565,36-4325852,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
106,LARKIN,JOLIET,IL,60435,BIG APPLE JOLIET,27-4830623,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
174,CHICAGO,JOLIET,IL,60432,KULA'S JEWELRY & LOAN,38-3687951,PAWN BROKER,PWN BROKER,PAWN BROKER LICENSE,,,,,,,,,,,,,,,,,,,
832,PLAINFIELD,JOLIET,IL,60435,TOWNHOUSE MOTEL,36-4289149,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,,,,,,,,,,,,,,
1515,RIVERBOAT CENTER,JOLIET,IL,60431,TOWNEPLACE SUITES JOLIET SOUTH,20-8168304,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,,,,,,,,,,,,,,
1520,COMMERCE,JOLIET,IL,60431,COMFORT INN SOUTH JOLIET,46-1230712,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,,,,,,,,,,,,,,
413,MEEKER,JOLIET,IL,60432,SPANISH AMERICAN CLUB,36-2811312,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M VIDEO POKER ONLY,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,
3401,MALL LOOP,JOLIET,IL,60431,SUPER 8,20-8059482,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,,,,,,,,,,,,,,
2625,INGALLS,JOLIET,IL,60435,ST JOSEPH'S PARK AMERICAN LEGION POST,36-6207156,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,
1730,MCDONOUGH,JOLIET,IL,60436,RODEWAY INN,20-0551039,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,
2801,BLACK,JOLIET,IL,60435,STOFAN AGAZZI & COMPANY INC,36-2952605,BROKER,BROKER,BROKER LICENSE,,,,,,,,,,,,,,,,,,,
767,BLUFF,JOLIET,IL,60435,RAVEN'S ATHLETIC CLUB,36-2526867,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS F CLUB,CLASS F,CLASS F CLUBS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
1214,OAKLAND,JOLIET,IL,60435,SOUTH SIDE CIVIC CLUB,36-1800108,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS V VIDEO GAMING,,LIQUOR LICENSE,CLASS M VIDEO POKER ONLY,CLASS M VP,CLASS M VIDEO POKER ONLY,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
25,SPRINGFIELD,JOLIET,IL,60435,LOYAL ORDER OF MOOSE,36-1408070,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,MEMB
1201,WYOMING,JOLIET,IL,60435,OUR LADY OF ANGELS RETIREMENT HOME,36-2486076,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,
1314,ROWELL,JOLIET,IL,60433,SALEM VILLAGE NURSING & REHAB CTR,43-1823694,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,
104,SUNSET STRIP,JOLIET,IL,60435,DUPREE HEATING & AIR,,HVAC,HVAC LICEN,HVAC LICENSE,,,,,,,,,,,,,,,,,,,
1511,PLAINFIELD,JOLIET,IL,60435,TWIN-DOR INC,36-3480617,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,
3401,HENNEPIN,JOLIET,IL,60431,ROSEWOOD CARE CENTER OF JOLIET,20-8680246,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,
1750,MCDONOUGH,JOLIET,IL,60436,RED ROOF INN 10071,27-4878913,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,,,,,,,,,,,,,,
1503,CLEMENT,JOLIET,IL,60435,CROATION CULTURAL CLUB,36-2546423,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING - AMUSEMENT,MACHN
